GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
211110107022,21,111,13434.9594337877,136924.5402084097,12300.475028182414,11718.461811437202,3706.7386880009876,3984.868365130927,1530.1657165664435,1963.8566638947048,608.0580819825311,1646.1558617097826,945.6126802194392,1455.4677870677892
211170669004,21,117,2894.5795546983104,4072.569937413901,12004.924211764135,9389.80779503635,2578.6671376099403,3760.672881906006,3913.6292221609165,4759.344447204495,2823.502203631326,3064.613851645911,417.8055072663777,810.2926438921434
211850303023,21,185,38788.95686853639,107358.9015578237,32376.565519907825,41020.19331745463,25895.08054460071,26645.80414709134,2226.2010567140983,9172.620991026335,16309.46924514784,16837.389551664837,1376.2679538220525,3221.049889384899
211559707002,21,155,88347.50218254908,178496.56321651075,7387.34478501335,79562.70002111279,26712.107914234643,40162.0232463617,1718.6190110068576,21445.34416581553,883.1890946664714,19105.369905407144,1413.8925719545073,1522.7918942613594
210590010001,21,059,47583.50792728369,177131.8956861346,49362.83112273561,4548.963762100618,1013.8915520651731,2134.522770042757,3563.9210277242114,5531.0236278341,650.8735138425669,1547.5362754710936,481.9135933361148,1050.4061813200733
211110131002,21,111,7989.3987879945535,141092.60413776358,7630.52999433803,7230.92042048908,1376.5437225731143,1856.119330159617,3072.4278329206754,3592.110469658386,1121.7466620895023,1345.6488337884716,1112.7408388450117,1591.0572627106242
211110116014,21,111,29103.294270168928,126442.98437357608,27238.922565795903,26561.980846823833,11297.926215082269,11564.753410373318,12085.716496825848,14393.78578843656,4945.316460569857,5878.594880295109,6736.381377208335,7558.956696951789
211110050002,21,111,1399.15434838351,145216.81198288422,7283.472052886546,7563.591237846288,234.71686879125505,564.8523840124404,971.7312986332662,1036.8945046838094,299.17955856696045,975.8542364654525,269.32752506226853,356.0990571625287
211110099002,21,111,11242.601708332362,136266.49345605253,12443.367907251491,12003.850877235782,1983.7217879545508,3848.4616646199634,1870.4000395398507,2087.3628518157698,664.2011986750732,1042.597697480711,1141.6147924006407,1487.3090792497035
210590001001,21,059,43489.38939604501,181256.8476678641,45089.603326884724,4213.993679385335,2773.63999740215,4074.7216069287165,1964.9348926281123,4284.12939285942,1890.6956925307866,2919.921804440111,292.58586623714217,883.0012551412938
211850305012,21,185,25230.298708337195,122737.76510582356,22916.886134257024,25965.347703534262,10606.319696180071,11273.850560866409,7610.80029620592,8739.412887832503,956.9047973231799,3330.5108503878523,2264.867459429325,2737.093282884045
211110087003,21,111,7333.116712644791,139930.2871936262,9011.941644158345,8711.65294065029,795.591003298758,1356.3282340630426,3224.157432602941,3648.9572564123714,700.2833144019781,924.4137825423887,888.6340477335073,1281.2250492171404
211110112001,21,111,9038.921422692822,143454.71751314838,5429.676487138913,4870.744624498253,1681.675318263959,2867.436395839068,3180.480701082206,4268.863066032053,1043.2968208194382,1379.441350910817,302.68104211700677,701.2352174608226
210670041051,21,067,100671.48696859187,126217.69293038092,11526.432580095196,108941.13351834202,3032.4242067606647,3554.2707725651617,6054.406187189089,6874.128963675585,2013.617537625287,2211.7935205345043,945.9260022112906,1457.3369391312667
211110117063,21,111,16813.765106977513,147172.75556645292,9210.557241927549,8587.717446810175,3217.298530865063,4739.414732051872,11266.455016744829,11529.695320515491,1181.1075553162373,2255.011688500446,1206.7827402567432,1571.6231272565974
210670024004,21,067,96763.87117913326,121007.08040395519,8827.539602094024,107880.02876774319,1105.384117532489,1607.5389198768098,849.0556265148274,1721.275527901238,385.06897296748434,1670.6854710179869,799.6304393564932,1661.9854936931697
211110104031,21,111,19751.337938653232,127897.47857676953,18949.12259048708,20522.515822150603,5412.780262903754,6679.016742887279,2241.077076896004,3811.7525797040016,3859.8415231389795,4231.562265986566,2215.8759519786768,2332.1840719441348
211110068002,21,111,3916.8394734376634,145623.43405557907,4953.213762042422,5139.121798128027,1824.5263670555694,2497.88273636247,1707.3924417756953,2308.94445653107,765.4524755373061,1199.5207473176515,428.1520740027864,1151.37843892401
211110114052,21,111,11830.968337851667,146563.775148264,4609.517836178679,3910.7434885034504,3243.6246523576606,5047.747433416987,6442.014079876832,7378.266862510356,1494.207475858503,2583.712888954809,739.6812755699798,824.001751754571
211170609001,21,117,5008.837421114547,2969.8998371851835,8342.713243920947,12656.797466479784,2677.9260524858037,3013.8707517372527,1070.7811540647765,2556.734569233931,785.5153646273769,1553.3500611008774,511.23705940449963,761.938334927714
210219303002,21,021,108060.53280380626,163043.0635107724,28992.314382624558,100600.87818426217,901.2231470487409,17606.91041274247,1372.8763718857635,10324.59012748725,1907.6158703984806,9016.635306450156,423.4058233566187,707.2746144874395
211110043021,21,111,7636.941612721649,151278.03729513058,4602.6264386502035,4116.847460497196,4078.1813184750513,4921.12093138182,1033.8901680847828,5028.526210448452,2814.8883459829103,3916.8267278721464,597.0842535512953,906.5418537169052
210670011001,21,067,91363.15574253148,114457.33674842445,10147.323225872047,107849.99311922565,2003.3356731440915,3893.573667858995,1456.5937778794387,2621.3152271283775,2059.723971336349,2395.467725081477,76.06973647531565,768.6294638607544
212319207002,21,231,184393.23443913856,160095.22463167555,26832.25157532543,126996.35801843848,27436.91557999836,40829.70035726189,16144.16054048535,28122.35572541755,14431.744035629654,21301.91118229347,14992.150856977056,15643.133469396542
