GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
500070026011,50,007,993.9757772635974,228870.29322268156,54877.412641135845,3906.7137257884106,3437.523359715594,4791.384093062668,6216.197112491762,25150.014367838954,3522.6267178178437,4776.394746867163,626.8973902673413,710.153076771418
500199520002,50,019,46696.07230234075,189439.05418880875,50492.54996250476,69566.74629929224,9096.102906630878,25947.598137050918,24446.246192122802,30941.718629616345,18508.68781934937,20467.67873297327,2629.3681601016915,8051.2924124810215
500219631003,50,021,551.6069029025006,148394.0624696969,8938.014149501572,98119.80120459544,2206.272999703216,14056.9496535568,2074.282832752078,30053.728289142928,719.5903367697086,969.4936300894307,523.3575918109108,766.6401376869819
500070021024,50,007,16284.76249312403,238638.271541082,65232.5863310169,18724.884323030583,16549.51087723624,18441.12389694532,18818.526484844188,22302.673556493406,16876.951119604488,17596.561222713328,664.6741941680418,1009.891719584286
500039706004,50,003,23517.05157352811,94560.63614422391,49379.42967857728,67653.9794569516,16198.62962168753,18102.74842210474,15283.50739288302,23091.64198428042,20146.310689278464,21176.142688424257,3908.1155088199316,7945.566438112811
500219642002,50,021,29103.22311700827,123909.32221313468,20564.96521692801,98323.65761356054,28778.293911331206,31717.19829005867,28059.881622753735,34226.032624023224,16412.52277833991,20991.259746493397,5357.548658132633,11083.471246702351
500070003002,50,007,8849.056169463782,234423.4647884574,60802.88957674753,5602.422937870351,2096.4915299077825,2991.94559530924,2369.740504013017,23726.801452008407,1364.9916831747164,2037.6151330278556,546.9141606880235,902.0752024356417
500110108002,50,011,707.192748402555,250077.80887429512,79503.13070326381,35720.51975714687,33302.02568467625,33619.44651007924,655.2038625455177,24193.798136721638,4842.602067439903,23563.19360544877,689.9316683420407,930.4723850049529
500070035022,50,007,12609.207891465085,220911.67403993887,48137.93041587676,10713.973925284521,7616.473712786613,9478.59575012614,12515.941669803764,27929.872024979355,3004.897378061063,5509.933495358302,4131.172719761397,6014.73788375255
500039712006,50,003,4245.396215174331,114026.74327996618,51264.94994098889,51782.90675676963,2108.410887218471,8910.944991300023,1330.2549052629688,21223.70983795609,605.4833197792587,2417.4842623182935,424.7588665493466,869.4472017852315
500110107004,50,011,867.1257067746513,250062.08535380082,79192.74581306407,34519.05274908502,32159.735952107552,32449.763177388424,1278.6410521178464,23666.887973976067,4039.4655034556617,22517.98912830449,411.8935771244892,509.8326957463052
500070006001,50,007,6432.854031655234,232265.2843352548,58539.21897167142,3158.7222705167087,763.3055247420214,1615.6023671366659,525.6766190869207,23597.192983387806,565.0743186531208,1568.8806473056545,1587.806743608756,1672.6303171292368
500039704004,50,003,30399.14469336223,116307.89148877504,44283.31804596234,76313.46172730143,29965.53831072099,35318.34955632532,31921.67627472085,37589.72828439335,3193.395562938566,6327.231377680633,3945.4970523215466,7475.478478717379
500070011001,50,007,9412.433995814923,231458.539137653,58194.05854336167,5352.53648189075,2612.247586572449,3966.7932019873792,3601.5419920185946,25463.479472735577,429.74173104723843,991.6970053387556,673.5334281713758,1611.3308151020035
500110108004,50,011,1148.9842640466022,249576.47327726646,78745.27411206572,34745.11612845276,32449.244081299952,32708.941461772534,1017.5605175437388,23620.813510291642,4503.621834114276,22850.282680248747,267.1471513096986,507.7650175721387
500279655013,50,027,10016.535418111076,130235.14437771651,11294.112887836345,108094.08141777382,9919.882162111453,13607.181951601393,8007.246521836052,11491.263258726192,1292.5454462179969,4684.457439839222,2106.818964951066,5250.200534623199
500219633004,50,021,363.0844268505422,148336.66634468752,8549.418452069014,98625.93373104463,1344.8771116197922,13248.780098545916,2449.3564707165524,30414.136162380055,81.11970666537682,763.6430491545582,1101.4220473446874,1118.664849303829
