GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
450870302003,45,087,39422.11350583698,82248.48060618964,37999.698200385064,57845.87504906497,1693.8812389347358,24802.801805665255,1174.5475232953488,23947.326305118968,4020.2124618457806,25053.954214887217,2660.035397867912,3007.1189035184775
450150207143,45,015,21349.988974887026,238916.09987792617,17549.426068705627,16723.58052253646,6583.2119146611285,8890.10447875068,5612.677403624667,7257.384672344662,419.2441589350028,1448.092000679733,2550.8351944388874,2652.305808581552
450830215003,45,083,1870.4172506703346,96726.98657240374,6488.518585146029,27938.625107859436,1374.4961363393593,2465.242202012289,813.8141368977846,1528.771117140552,1822.9467199672995,2709.551966524136,2168.68467472031,2330.2768874614585
450790026041,45,079,5764.32126056439,125949.99842953798,1657.2670017668104,13361.971693324924,3080.192199352175,3872.400309186552,2019.6061914656332,4139.124800109195,2093.7572313652727,2178.5559646020524,1029.6187302843723,1257.7019194761187
450030215002,45,003,57242.26853722304,192907.21742989073,13658.402817310185,29631.59254464864,3333.1333065002364,7290.629872560454,6220.909218137396,19157.452055831716,731.2387773071408,1990.0324756495047,340.97531296225606,603.6878730665603
450450033042,45,045,20790.883404577315,141098.85502686838,18364.375898629176,9340.320790509715,15379.691740689394,15986.772101410697,8539.29665480223,13975.568070555739,9330.721415385431,10236.34962382979,2813.5172402787216,4204.589097777067
450630206011,45,063,3951.106981508439,126975.01329799692,7798.843517235353,5915.380419053236,3897.5152699591717,4127.972710674869,4140.974179793403,4353.059713076017,1290.709630959083,2943.5956455563646,1935.4315777036393,2142.6325168034227
450450036021,45,045,7093.624372096842,146421.7173646992,9825.709355557176,6845.55625573871,3832.873774212064,5048.61292539324,3028.662512386944,3727.982252185866,3609.2828992537484,4503.897913624785,1674.1361097865383,2438.178386554506
450150205063,45,015,35201.28594697771,225652.38554152372,33464.87000207478,32460.072275339437,18467.99658227268,23226.60036999735,16301.062781914557,22112.09531553652,1473.591203040569,12751.991352121093,1219.6957480140975,1952.7394052260836
450450026091,45,045,11881.425033968806,130975.50465477206,7044.6388611104485,6492.707438446952,3868.979582424398,5924.27852867504,5096.276811540669,5331.903298849963,1289.0757871479598,2119.703665903236,944.027726911833,1382.873994075189
450190031102,45,019,6266.978284607653,257479.00370225878,3177.877734208075,3986.391401721948,3942.1557275311516,5016.979761495787,5671.385516425288,7442.4780225854265,2044.1491870572256,4957.027081118644,424.76431271898036,1270.677809989347
450350108161,45,035,15756.616450636697,247702.5644622267,11339.506938001183,10923.300756053904,4507.054620356124,7346.317765968915,2279.839937439665,5880.385798657707,5528.404280659958,6561.882194007564,1375.6260643797727,1520.5552193479841
450190054001,45,019,6559.566635627705,265086.22410574055,10773.15558996904,11387.919666435317,2791.639728703081,3285.5744045505107,2411.0479171098314,3742.676615534678,2646.123886021207,2825.5457075497125,2554.9052293607724,2758.4491178820963
450630206041,45,063,5119.362792018146,129696.77234052123,6734.898993532883,5029.525411509262,4748.845804352905,5333.651101750417,3992.4339997791735,5806.118953787023,4059.0089996836755,4278.224939067102,1323.3510178683819,1452.4868870395392
450679508002,45,067,53768.72085165888,203012.2256179141,51450.55754165808,35404.734024171106,24760.09826869987,25670.19307974161,25877.225994529348,29088.625002738536,17118.255638723334,21066.870593962132,12069.579907178057,12957.989162978405
450070007003,45,007,26869.588735353827,164791.96892051245,4923.668918587851,39205.30292039997,1230.0568941036238,8080.810820575712,1976.9596224295856,4491.097329976892,2635.8029095431943,2755.782098435772,860.0668089041059,880.0402352787758
450830218022,45,083,5793.376568962795,101080.33207141761,8730.884952009648,24411.920100338484,1077.397393036069,1913.241161229788,3511.5751197222007,4380.717456756608,2728.125234406604,4492.189590015574,890.2446299463752,2219.6357140392565
450310111001,45,031,15326.612009948094,127182.67807886329,15744.829298803012,67643.13940367229,8266.022178298479,12433.447513732504,2458.584464463126,11206.08755626182,5432.159389961063,9286.689806395503,989.2760781099798,1331.2994225044497
450350108172,45,035,13026.108481696714,249872.3532152965,8601.379052243426,8226.892910162256,1853.880827111787,5624.605086690498,4918.6632194326185,6182.477090387407,2854.7373267826247,5231.343995469653,1199.9590686468418,1560.2251554349596
450350108151,45,035,17148.345495293397,246378.86094492464,12744.163163812262,12290.692559647245,5975.256272109724,8282.579229347055,899.1460495344412,5769.51671457556,5630.570074954881,6080.914781929543,1755.2746789313328,2087.449332304969
450899708021,45,089,9636.400439562734,190386.408884749,59158.48670200506,68466.89971146088,9546.136054411156,41784.0684309532,9783.624106213312,25626.37416275484,9952.40478613258,11025.991846601099,9251.623356482814,10007.149057816054
450790103042,45,079,13010.700806994928,117655.01724820006,17829.927164060286,15018.304389722916,3515.6685406230476,5249.8320123525855,1925.456494001221,2689.322210558078,4013.6011276186964,5773.315275472616,1989.7692703166028,2180.347731873258
450790003001,45,079,6541.574453092306,118509.57764895735,10318.159721812037,14351.649711373308,1853.5345189600903,2434.568534149665,3055.4416229859867,3763.110791983506,2066.0147994570343,2896.900333518081,914.562375451866,1425.1214138210328
450850016001,45,085,46606.3034358936,142664.21198859802,11718.404164995218,14060.607443988889,5104.7391239308645,5234.5824692573115,3764.266371941416,18096.15508023834,1864.5040565082707,2772.142625029947,1057.5583368291361,1283.07588276457
450870302002,45,087,38683.01063685978,82012.58184944761,37310.78342759498,57323.44969734099,1159.2651425387978,24507.62623982872,343.84013870693707,23395.7626184484,3214.781266719569,24889.6685204769,2197.378525756848,2764.6930634339906
450679502004,45,067,25638.966803673746,168330.32689942702,30446.37290076888,69952.28609627302,4798.1622809608525,22502.282600275266,6111.826424542882,21864.75930024615,7321.592052400149,14430.95248717956,152.9716918585961,1285.4938772663647
450790001002,45,079,5864.4441438160475,119000.0066323019,8937.961975692182,14639.176877804419,132.57812194097434,1509.6449500420283,1977.9097066324407,2625.232093876158,269.93456145482173,1710.7572243848197,785.504754829038,857.942961670973
450770111022,45,077,6485.848428888345,167359.24429010777,11852.618815975251,36555.31675695758,1274.522478354362,5947.240365576411,18129.46757754711,19465.61959157014,6501.798906487743,13768.769212419811,1701.9421377661108,3431.496209376111
450699603012,45,069,29453.32523816689,120947.94192472067,4848.027419270874,85064.01064250372,23570.842255273386,26731.460540198623,2373.2104654788236,16756.16433625564,2884.433208457725,10116.022754394418,1151.2137573906,1606.8455220145108
450630211161,45,063,17203.207206767955,119115.55097252477,22089.731879296538,16314.907173974001,7108.857049359537,9244.920045388579,4204.467012988553,7014.442577616527,2492.1902149091343,6338.815023757059,1783.590945873308,2027.1773109394194
450790005001,45,079,4844.585300242864,120080.51763782528,7745.243844752248,13920.224936233917,761.8960705054944,1493.710622227456,944.560998286797,1550.8036041094556,527.673576059761,1244.6796940002887,1149.3354150588125,1199.023715095903
450030220013,45,003,49560.60142329404,204694.72590547742,27137.669478642212,27863.32428789416,18157.5048123029,20258.871836101025,20625.212380360063,26711.038713061273,13853.822967521337,15707.466150629267,1025.5269946995213,3534.9176425690157
