GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
480399900000,48,039,98525.54595767315,90127.29165503464,27999.492049413828,86820.71709248502,19318.63513319763,34621.70079052862,19271.995046219563,29367.333183798026,24159.59308370483,27206.4422920863,12475.502952063795,12950.24029852286
484790017101,48,479,190810.32083713435,307975.218910827,23520.758620122393,40448.07960253427,37131.06220107972,39115.368996173835,33026.168340478434,35447.74027449364,34292.66300093201,36582.384034882234,16248.429447097787,26710.041300547273
481130181302,48,113,17913.755346995888,9030.260847024982,13189.325082942469,20957.758556045857,2088.2362922330312,3083.9798603149775,6616.033297976462,6695.680798514691,370.73838450835376,2271.601730146927,1107.6544523459077,1289.394460446688
480850320112,48,085,28131.175667652944,6501.698306185715,19006.23464037927,25228.051599312173,4826.918834781335,7803.842299134729,2809.6025404118964,4609.004912093207,1433.7962783179598,2168.6495971665054,584.1770376474728,1406.7003849489402
482015115001,48,201,5272.014850081836,1616.0264980697352,20891.52785030192,18112.830109391864,1468.3132641797847,4644.1070413633315,1961.967075176602,2733.819411081673,2352.989257035058,2875.3980398360204,654.5092610763807,1079.0580855351645
481410103392,48,141,31657.679046838544,31134.422985887133,17349.93680557173,18828.620230544162,14106.360371799421,17019.60825435228,11670.873273541787,16396.92321897788,13889.183849318904,15856.420183906206,5602.480191788,7006.362850002467
483030018015,48,303,378492.99676435534,437279.5113110998,42421.65605234372,15209.421492430663,1272.3388172611383,2592.572466398725,2889.2387414930126,3095.5707587634715,1842.549101678155,2016.248184422623,307.77570281221483,877.7192096313722
482013133001,48,201,6380.605765723496,598.8728000089137,7832.158976433573,8070.629680859324,2344.0448328663415,2491.0944886440066,1779.492964918016,2985.9099806758986,2051.212184996617,2680.0675788054987,374.98061341271364,463.7788197190133
480291812003,48,029,14227.932959130772,111361.75168208587,6176.5939548861825,5755.864050177157,3125.4688196028146,3410.0649528117888,2614.424598199877,3346.270870488348,994.359070443184,1247.0921998146068,1207.8457318346314,1703.2940761350528
481279502001,48,127,133607.97311836944,294913.6648310351,16118.626793695546,113862.13364914423,58288.667698322504,84712.20108961871,12346.522587505791,49565.445501467955,26669.800212227445,47805.32983330098,12850.922848336191,13549.709721809719
