GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
230050015003,23,005,1413.1422354100398,1498.378683044498,2720.685811829114,37616.774971369035,539.5102970524039,1295.2916556878295,806.447868923325,1206.828315466631,72.90561987513067,1253.473090589126,991.155998701209,1253.0706275926148
230050048011,23,005,25589.73731124443,26957.751925664616,14260.046289735938,18642.95764403003,4175.0407605956725,17958.37048822388,21121.815624093626,23948.222900834462,435.53352720402444,7860.02897151805,3982.7888775262827,7152.908954373453
230050044021,23,005,9286.56514747439,9300.869725880646,19595.598887356075,22259.891486106106,15801.876925542258,16624.36864103199,17156.952399056005,17603.543280582675,240.0357211772418,4618.576680993491,749.6904666856884,944.0558249113408
230239701003,23,023,23360.958744927262,23346.991879497822,26731.318055833995,24155.81436684044,23701.318221306872,26235.134260920106,21280.152833130163,22566.418647307873,11459.648088962818,13623.360537516506,195.1763339742489,370.2595119574762
230039521002,23,003,203653.70235128043,335721.2426919265,26520.249234346655,52453.31928051144,24273.687205628572,51190.987597286236,23901.59303408831,36400.35136745409,25051.090523867453,30544.65108783079,3267.0783906547854,8397.97163622261
230010104002,23,001,5579.029585131591,27701.902567420755,5337.6660536540785,31645.521681224665,2608.8831424785094,4069.1485510554085,2861.438868437484,11234.989196368495,1275.9224776750148,1722.2695267367492,528.5467325616307,928.1679549314897
230110140003,23,011,38934.47208688851,43148.782042982064,11480.206695988601,45225.63268038937,12355.312553923965,12807.627205189596,13264.989972203863,13902.289823509253,12415.140836843893,17084.36986262204,2618.006278981301,3379.479169676636
230190100003,23,019,5639.993449537829,132488.84222251782,55422.222308850796,3838.740560553365,6989.372675561519,8348.712739687566,8215.111805712051,9020.6213674264,1847.1783636590062,4698.29867830873,2462.6856572394654,2892.3795295819705
230190100001,23,019,7029.469579328306,135186.2776730007,59874.325373124884,6156.486301304601,7992.772531458786,9962.70559676476,9790.16665004386,10564.667897666306,3788.3048217370856,5542.356684785558,2001.7182416886249,2843.5238898604803
230270450003,23,027,30755.962992753655,85959.24278904223,36207.626846332874,53573.85062867169,21133.07635013044,25275.254232587937,10195.355151560385,26122.60367845393,11788.870385027416,16872.711913428124,7039.6549737434025,7474.375995604796
230099662002,23,009,55087.879526573095,126046.19525718992,32594.25176418286,79086.88078274434,30334.556466793623,40580.84546135562,30156.342468907507,34728.556389324614,30200.878193894234,30847.580170518228,1996.8506581678548,6695.1220795029885
230310340014,23,031,4974.348813539777,4944.342860356908,15785.02761686258,29927.301745619654,2987.993858502525,13166.13143765307,16490.882937077524,21243.864251265753,11871.275565606378,13598.561272681645,4420.3770600850385,4464.262083228831
230310252022,23,031,1939.306867582085,1943.3438190138845,22053.19651298633,54343.70169372269,6926.760033976599,12529.127733017529,2120.00243697854,10590.166580816067,952.9066603568265,2944.918693188802,562.8168663895647,902.1164286608736
230190062001,23,019,13294.428420565177,150901.78362240214,55848.102516223364,15121.091705861934,1044.3402713874655,3814.8463747779133,9925.098817113092,10561.567430203031,1455.6825521045046,7901.317700007421,1635.265152517041,1642.3464175466297
230039524002,23,003,166853.87176871524,301733.2897610194,3107.4260054974716,93427.88291494023,63266.25440523597,82171.73282267794,1207.9739023452569,50225.172681409334,504.5793294038051,43168.512088524054,496.5551417216727,516.4394451401432
