GEOID,STATEFP,COUNTYFP,d_amtrak,d_transit,d_regional_airport,d_national_airport,d_college,d_college_3,d_hospital,d_hospital_3,d_private_school,d_private_school_3,d_public_school,d_public_school_3
410190100001,41,019,26077.20194307458,193842.14012183336,47831.635207155,68110.40192276855,50122.80591151372,63626.143404427625,19067.338720752243,32034.62466501946,29003.654326014042,42699.070150568565,18243.068101123026,20599.501877474057
410390019022,41,039,3347.035650385426,143123.05355466384,20012.3070856585,21161.03979220308,5657.372565542387,6606.556677373958,2278.700952814594,5388.812157694171,2916.359228890362,5064.160800629949,679.4334046252986,951.2399642711518
410390021023,41,039,3869.938522887944,139737.33576803186,14277.130675198068,15482.40124456824,860.581255308822,3541.5839163224637,771.170417118616,3225.293447809432,3061.94887402854,3256.868206547963,973.3982992842706,1687.4232165456347
410419518002,41,041,58809.9597869265,100773.98704944391,29159.96332010675,87735.10009242817,26559.62323605021,40173.48723594105,25158.692633027797,31640.106733542027,26704.338647430086,35084.447030048985,10033.946744349412,12245.118753407054
410170005001,41,017,73063.95959704983,168202.0567513367,24111.992821396263,125185.02039780798,24133.389441007228,25543.15662800942,30151.202421158014,49089.696837118136,24537.993599210648,25562.898974852487,22217.016706669685,22449.865530297488
410050243041,41,005,48629.45594434798,37940.76639035437,38667.39031890388,53380.521196542686,36697.056433954545,43363.946689947996,37641.00148111142,44175.53189101432,32334.72209456292,33790.66288764372,6299.731034501832,11238.514672619334
410019501003,41,001,20642.271152697464,348050.75276409654,19882.549256294835,179010.8801366806,53357.05532850497,96692.09684388438,17617.050341736576,52096.854007897055,20175.948944868098,42246.06995282215,12612.42032663115,16825.610313950965
410510003014,41,051,5611.674226180506,1047.6121621417956,11490.26557222055,11535.963308612618,852.4047256542093,2493.7852499175956,3877.8559035436156,3998.3244275841585,303.2450151262188,702.9953977108266,456.39386257374167,1047.184296726202
410470016014,41,047,7912.279682063942,39065.66392019661,9282.036592565115,72800.07038599937,1431.0940701958345,2731.5445666324604,6309.525881493594,9502.369032995357,1326.652858770212,3614.9842637408838,682.1637533962531,731.5910822316288
410019501001,41,001,38597.9339962791,349701.1489663248,43385.595833936066,189738.13509836857,87163.03635615393,111844.87786631417,37828.998135310205,62987.60006246354,39529.875091599926,71300.05450123629,11637.024447088861,28429.228037269808
410333606003,41,033,40056.43127242157,322594.83192551084,87573.87434310051,38057.10254789088,3401.616622704269,16752.57767421343,4482.655976303264,29327.6273602892,1048.7956214966946,4385.9913981413665,578.2258522154012,859.6075670569567
410259601005,41,025,163785.84966854626,342189.27965113707,6260.381562496031,225628.50171394105,171304.76709444384,181928.34843658636,2348.795209097744,85745.10903869878,138330.35220197408,155678.3220022113,2043.3725699756208,2442.9253561133482
410510064022,41,051,10143.011756141734,4269.325036397677,17993.33934549726,18122.584050229238,2352.7207779847367,3372.554790895819,5341.077537566441,6211.269547903044,1575.8647556613644,2023.7139343456038,727.4447079073293,1348.6002602583967
410050214002,41,005,6317.502186923796,1553.7134776487017,19218.552879802777,19214.072086638134,4602.687422484204,4756.24681894505,3577.3208196568858,5576.4578698747155,2602.0570424679286,2942.0313607761454,1095.242921959894,1200.0681546181413
410699601002,41,069,138818.15330458427,215294.14698872756,24430.078003760336,193204.09237261963,121183.63246990906,123639.66881115186,77927.86513052654,79785.62806908268,77982.45056820566,95569.2806508542,16729.058621594853,26965.93320181503
410470104002,41,047,12547.402790896553,27681.967113884213,20477.38875858008,60168.452372575695,766.0755480341514,12479.20093882246,6818.155893039545,18161.986743756122,7215.90857732515,8778.751816777272,1366.6580008430317,1488.4733019205707
410510034014,41,051,3538.165999479115,838.5074109964839,5831.5690758249475,6192.967572249191,2851.687611148815,3230.3808677320244,1892.983103909715,3002.682364093139,278.2132924987459,901.8099510941806,45.21487473668313,358.85332014983237
410510051003,41,051,217.86823430057117,244.20357739572012,8365.659931761014,8610.086903901303,569.1830509209086,709.1470301386361,837.3374561639979,1428.103892902819,1232.047918850715,1340.9408479944946,681.3417936145372,1131.032030391723
410510020002,41,051,3302.05705048916,1329.119151668965,7324.306316518483,7415.837033497585,1334.8756328744923,1561.6807946575568,1636.5544307470936,2487.7841045120995,215.01746521399596,1161.7024294370779,449.7200369353542,833.2865508469687
410670317032,41,067,16038.942655228377,3257.6720354009185,8736.697401028963,23922.62929230227,5355.100551946514,7964.179823787269,6012.210035305825,7293.440783726913,1386.0771160999916,1492.3980193409736,415.0178739660436,616.926296943018
410670301011,41,067,7760.6032542696175,1088.3116161731093,13835.665548594425,15440.767128239837,1451.7868729280838,3923.203817936371,1040.7815027591362,2952.478604480828,1393.7363162086947,2435.4083824213762,870.242387821225,1147.910197134817
410390048002,41,039,3043.923436268769,145713.40771172513,14476.532102261146,15357.629618590072,1796.4702720674927,2730.8958434392966,1887.5280623297083,5272.103132261492,302.52503758068593,1703.6753596457295,435.39389064456185,658.3670599687753
410390029043,41,039,4148.0800817020245,139294.44870898285,8529.245506495603,9693.160245458588,5016.5475290826735,5373.959699900443,5388.54599786685,7016.353433315625,771.5471576293654,2245.645419265513,1870.6684440046085,2028.4363057343626
410079512003,41,007,53577.14555256889,60064.90380868282,38944.70444604341,79865.95873802352,33374.134718306304,41182.32511583399,31006.474251506053,40172.837525310955,33007.99587764625,44895.41662848506,2969.160088157872,17544.286248757293
410670324072,41,067,19344.376109355748,1846.320148395235,3772.5271568750754,26314.991242570875,4571.422714025314,8997.890052430164,4090.331404586667,6639.466765977497,1626.548856221069,1965.5339431904113,449.98636435389125,1037.0770572315757
410510003025,41,051,7615.408885118272,985.492905321978,13423.389407368317,13438.15011454288,1302.351066281101,2923.708058659361,2254.7145208297684,4338.394822937586,1309.420206943178,1775.9859359091647,87.72147637948835,816.7588730057338
