GEOID,mean_price,median_price,max_price,min_price,mean_value,median_value,max_value,min_value
270634804001,243562.1,194000,540000,1000,212520,224400,268400,166400
270530256054,192300,173000,275000,134000,269140,268550,304200,239500
270530260132,303845,327500,400000,145950,363560,363800,424100,302800
270530003003,153790.5,176950,231710,20000,152970,160500,217000,82700
270530215043,184470,174400,239900,112500,188800,186000,226000,171000
270530260063,239825,253125,305000,126000,309140,309800,335300,278800
271230303006,176600,183500,261600,70000,250990,235700,365900,189600
270530084002,123800,104550,280000,34900,132750,114750,216500,72000
270090211011,201030.8,192500,287000,85090,202620,202900,261200,169500
271696704001,112130,97900,350000,10000,270170,294000,452600,88500
270030508133,183470,170000,450000,53000,193620,195000,265200,140200
270530271021,262067.8,74889,640000,36000,340900,276500,625000,118000
270270302014,118402.8,91027.5,230900,32115,362180,333650,916800,127200
271090005003,158484.5,148750,277500,90700,150170,143450,198900,106700
270530017001,152890,152500,327000,17500,199950,201500,278500,144500
271230425032,288200,258000,520000,120000,297010,294250,477100,197200
271494803002,78888,67346.5,154000,25000,0,0,0,0
270054506003,105895.1,127000,178500,21051,124420,129700,200500,71200
270530267083,124440,123000,193500,72000,180840,154200,237900,146500
270159607004,150880.3,54700,585000,10000,183210,161000,359400,83400
270990008001,75965,80000,96821,45548,251000,287350,447600,97800
271370001004,175988.7,156200,387900,69587,244010,176000,430800,138900
270530258032,298456.9,219313,1195543,65000,221220,228750,252400,133900
270370610082,265142.4,300828,371845,119900,115880,34300,257900,34300
270531067003,330020,303600,490000,180000,337300,396000,480000,99500
271230326002,74720.6,54500,166800,22006,111680,122850,139100,63700
270530259031,269685.5,257000,424900,168220,329750,322000,390500,270500
270531099002,219055,177450,375000,104000,337800,347500,395000,265000
270530210014,2520598.1,2350000,5857743,170000,229700,218000,414000,158000
270935606003,188233.8,151250,685000,14238,142410,148450,199700,49100
270530268141,156354.2,162600,236400,77500,202350,202550,226500,173500
270030501154,225750,175000,585000,70000,330050,334100,468800,175900
271630703043,137710,110950,365000,72000,207210,205000,296900,145300
270531104002,158352.6,148700,260226,79900,216600,224500,273500,147500
270030501113,127283.6,116950,283000,6000,173010,181550,251700,94500
270530260141,241430,267500,325000,122500,316130,315900,383300,276500
271230406041,178537.8,197000,284878,7500,257670,255300,315900,216700
271190201002,218666.7,201195,390618,17266,184640,183250,251000,121500
270531025001,158340,142000,307500,20000,209100,208500,272500,133500
271230425041,193665.1,200000,254000,110000,222130,221900,257300,193200
271370131004,65495.3,57000,121332,24000,63660,58100,88700,47200
271310706013,147530,163500,228600,56900,243020,220000,389100,165000
270471805002,45741.3,46381.5,79900,10000,194951.4,201586,273322,110544
270951704001,112445.8,115474,163000,64000,179420,159900,296200,100400
270531018001,165058.5,167500,280000,80000,201850,198500,256500,169000
271297901003,92236.8,80050,200000,22950,80840,80700,171100,39500
270530268111,192120,197800,270000,104900,209960,201750,246900,179000
270530240062,720291,549950,2028982,290000,856360,702400,2159000,585300
270833603001,178512.4,172150,300000,23000,49680,38350,131300,2700
270531040005,1049436.4,900000,2391257,350000,185500,191000,263500,94500
270530257025,777991.6,177500,3086000,28250,197690,211500,242600,103800
271696705003,151973.8,136495,238000,110000,134460,134700,182400,96800
271370133002,83947.5,102500,168275,3600,196160,181200,582300,81000
270030507072,172595,177100,233500,116750,233670,234950,267400,207400
270530259033,220091.6,256620.5,295000,87933,277280,275050,328500,248600
271696704006,123050,120500,175000,80000,111300,111900,165000,58400
271090016032,1564481.7,398500,7784430,100000,378730,323700,769200,219300
270030512061,131317,129500,247251,15954,182290,190850,216100,136900
270370607272,137040,161700,190000,73800,146690,146250,167100,135900
