GEOID,mean_price,median_price,max_price,min_price,mean_value,median_value,max_value,min_value
300890002004,186062.1,117500,755000,48500,341018,426202,489207,99377
300010001001,42880.3,0,240000,0,301717.1,261543.5,615744,126837
300619645002,129714.7,113500,324747,0,179331.4,109620,580254,20300
300619646002,89745,84250,153000,43299,526051.9,246086.5,2896560,103872
300930008005,229490.3,201500,600922,33379,438156.6,254580,2041983,104965
300930005005,75431.7,73225,147341,6601,121040,114150,155700,84700
300930001006,14997.9,2721.5,75500,336,86002.7,81800,159300,36927
300930005006,20620,11796,47000,1713,112900,99250,176500,94600
300930006002,59830.7,53969,152982,1283,110120,105900,162400,62200
300930007003,158630.2,127569.5,420088,75000,287218.8,267050,387100,220500
300130017002,0,0,0,0,149860,146550,192600,116100
300130003003,0,0,0,0,179940,174750,249600,109600
300530005003,116250.4,107051,290179,7000,242382.9,198825.5,671097,105044
300130004002,138.4,0,1384,0,141809,128050,238500,89800
300130009003,5000,0,50000,0,135316,141795,193980,80290
300570003002,46429.5,32750,165000,220,174373.5,170750,221200,94135
300310005022,0,0,0,0,409593.4,217334,1641995,136793
300310007022,0,0,0,0,182930,176200,201000,175800
300310005032,0,0,0,0,254580,254900,267900,248000
300310015001,0,0,0,0,221479.6,217214,372658,73312
300310001032,0,0,0,0,248810,229150,422600,179600
300310001021,0,0,0,0,200522.4,205625.5,347465,63708
300039407001,938,773.5,2000,167,207246.5,199423,452861,32743
300450001001,33930.4,25100,113250,0,121204.7,60423,333659,20586
300130101003,0,0,0,0,403389.3,341250,894793,278800
300130106004,62.4,0,212,0,171342.3,159500,299675,37648
300130001001,8250.5,0,82505,0,167560,167500,204300,146100
300130018001,0,0,0,0,173340,174600,235900,118700
300810005002,53078.3,0,450983,0,518119.4,320627,1545231,105689
300630001001,0,0,0,0,337588.6,343600,460700,240700
300630004001,0,0,0,0,162939.1,158350,261070,92200
300630013024,0,0,0,0,251730,239700,325100,205600
300630003002,0,0,0,0,268470.5,261716,453845,204600
300630016004,0,0,0,0,164173.6,171526,338497,52680
300530001001,132097.4,138148.5,290000,0,167212.2,170151.5,277546,79423
300490006001,0,0,0,0,244600.6,77086,1306674,34420
300490005012,0,0,0,0,264466.3,257600,430130,109835
300490012012,51900,0,173000,0,159060,182500,217800,103600
300490009004,6500,0,65000,0,199347.3,199550,249100,153100
300930004003,78918.9,78824,131311,22250,130176.3,121681.5,190200,82800
300899403001,114801.6,94451,275906,0,166352.8,135356.5,359340,60210
300479403013,179611.6,160765.5,387080,59500,418662.4,404150,609001,325500
301110006001,225336.1,180752,681450,51000,258020,255350,289300,231600
301110017023,138947.3,146894,188694,5104,206470,198150,240000,183200
301110017033,123824.6,120887,189675,2672,199880,198300,227500,180800
300710602003,13414.5,8577,44000,0,216342.4,173278,623249,57204
301110018021,96754.6,128433,205000,876,281590,289400,306300,211700
300290013011,0,0,0,0,329088.2,394756,543300,8674
300290002033,13171,0,131710,0,138070,136350,188000,101200
300290011004,9584.4,0,95844,0,154187,158900,195800,87260
