GEOID,mean_price,median_price,max_price,min_price,mean_value,median_value,max_value,min_value
330199759013,139190,98700,400000,59500,86190,80400,137600,39400
330151004005,375540,298000,610000,135000,344870,338800,527000,252000
330170820001,167390,162000,237000,97000,213020,212150,278600,153800
330151041021,341550,326000,615000,95000,302990,305550,453200,178300
330151061022,249040,239000,439000,92500,431210,420500,690400,242500
330099614003,199613.3,205266.5,370000,11000,283540,296250,407500,192600
330099602001,294016.6,173600,823000,71000,562687.1,590900,1033609,185200
330099617003,1514930,1201500,5350000,125000,152750,157700,170300,79400
330170830012,144340,126250,332000,66500,185060,185950,225800,145600
330170850005,298939.9,267500,480000,68533,339460,343000,440500,249900
330170801002,237340,233500,420000,87500,303370,323400,402700,180700
330170870002,103630,118100,160000,11800,137535.3,132000,185900,99200
330150650081,326613.3,325000,675000,127600,369820,321850,646500,222900
330170841004,149700,145500,205000,72500,195960,191450,229400,165800
330170841002,207420,210000,330000,72100,218710,205600,290900,179500
330170802021,227650,227900,285000,149900,239420,245300,275700,196300
330130340001,164870,162500,269900,99900,233953.2,230050,314000,180000
330130430025,181836.6,178466.5,292500,48000,208907.9,194350,277300,148000
330130390001,243770,242300,426700,60000,230397.3,244350,322500,136100
330130440002,112750,105000,220000,2400,146993.6,104700,269800,78604
330130032005,227790,249000,279000,125000,216510,217650,309000,149600
330151041022,215400,177500,375000,75500,271720,260500,382100,229500
330150675011,1147130,238550,4900000,18000,392799.2,269500,1692192,170900
330151064003,212450,255500,290000,26000,326960,299950,468500,254800
330151062002,240263.3,231900,350000,78800,332860,309850,571900,244000
330150650083,418600,272500,895000,90000,277550,261900,551800,104700
330150691004,482500,537500,639000,253000,622250,577450,952000,539700
330151074001,353313.3,320350,880300,232500,368250,327750,634400,287500
330151003012,161943.3,155450,280000,2600,215160,221650,240700,179900
330150710004,1015816.6,870833,2300000,300000,1260860,1016000,2732200,535300
330019661001,106566.6,123733,175000,33000,159340,162800,229400,100600
330170811003,183270,171200,282500,83000,368880,375150,470700,255000
330170802041,2470603.3,400766.5,21325000,270000,348383.3,355138.5,593956,196700
330110009021,259530,269950,355000,70000,353030,326550,732200,224800
330019660002,95370,100700,126000,36300,104380,94300,178800,76100
330110028001,199210,206250,272900,88800,234260,237000,272600,179700
330110029013,195880,174500,335000,15000,271720,280900,312800,221600
330110111011,118300,48900,390000,17200,140310,143250,145900,124300
330110143004,3593290,267600,15500000,138500,359130,382450,453500,220600
330110102002,154530,161500,210000,43600,184850,184600,187600,183500
330110001022,236810,205000,432000,147000,294390,299300,396000,207800
330110007002,162713.3,159950,256533,60000,226220,223750,240000,208500
330110003002,184600,167950,284900,67000,176390,167750,259400,146800
330110026001,288110,283250,425000,200800,312460,309200,353200,277200
330130329001,141430,130550,212000,36500,225040,197850,416900,171400
330170830021,518390,337500,1750000,93900,200760,201800,235500,160300
330079501002,82543.3,80000,165000,22933,214470,179450,454600,104900
330059705003,148750,129750,315000,25000,272910,232550,792900,103900
330099616025,359750,345000,760000,57000,463910,458700,693300,293700
330059704004,302840,313750,535000,5000,450402.3,403150,962500,157453
330059707001,119629.9,70000,350000,12500,189060.4,176600,331553,107160
330059710004,717303.3,152650,5974000,81200,165059,155650,244600,127200
330059711005,112790,71250,280000,42500,122640,114750,173800,83500
330059714012,153210,153500,225000,88900,163150,161150,206400,132700
330059714011,268760,151250,775000,52000,143500,143700,165900,110300
330059714021,116313.3,92500,250000,50000,128970,137550,156200,82800
330110105002,202500,215500,295000,30000,214530,215750,237100,175000
330059717002,136850,111000,280000,18000,199503.9,189900,413125,63831
330039556003,209766.6,135000,496666,21000,221430.6,193014,472600,45600
330039554003,131696.6,127450,199900,61500,153990,156600,194000,107000
330039554002,53510,5250,235000,1700,130640,124650,171900,99400
330039553006,129280,125900,245000,39100,128990,117250,211600,101600
330039564001,94180,108000,156000,29800,255190.6,157050,1196068,80600
330150670003,438990,449950,560000,296000,550350,524100,657100,480100
330170830015,153330,143750,260700,50000,132240,129850,170600,113200
330110015002,120373.3,117450,199933,49900,163800,161600,232400,137400
330059707004,152050,154000,253000,35000,194090,182050,289300,135100
330110021001,199500,219100,318000,19000,1654050,659550,5046300,145300
330130324003,294550,286500,627000,62000,199860,201350,355900,113200
330110018002,172590,174700,242500,67000,164840,163000,206100,128800
330099616022,461800,525000,625000,184000,920660,565100,3618300,490700
330110008001,177490,167500,295000,75000,178570,177950,204600,152400
330170830024,163330,212500,269000,15000,199170,176550,270600,164100
330151021003,222820,255750,334200,5000,257070,259600,300000,172400
330150625002,413495.2,423971.5,730000,70000,580310.2,600300,826700,323900
330059713002,144583.3,149400,230000,45000,129540,131300,171900,99900
330110104002,218530,197450,380000,103000,254060,248600,338000,158100
330110011001,148250,142850,270000,54000,203100,205800,271200,140200
330110011004,139930,141000,203000,69500,163090,160050,248500,140100
330150034004,136733.3,157150,166100,68000,176310,169500,285300,130400
330130321001,250700,296500,333000,115000,308980,308150,399700,249900
330170802032,312830,317650,380000,190000,315790,305150,383900,278100
330130442003,269630,271250,343000,174000,317720,317700,373800,263900
330110104005,273723.3,267500,500000,102500,291000,269900,457300,227700
330199752001,176350,165750,325000,10000,201361,187805,319200,127200
330150037011,258750,254000,410000,84000,300000,299400,363600,243100
330110162013,181429.9,177500,310000,87500,208350,214300,248000,159500
330170842001,401960,63500,3500000,7900,198390,178100,280500,140900
330150650015,240010,254000,390000,85000,263070,259500,307600,218300
330110024005,3104333.3,149216.5,29750000,90000,132790,135300,142500,119600
330130440003,136800,110000,275000,11000,162900,169950,233800,109700
330150697003,898450,845000,1635000,355000,1334810,1332700,1504300,1179800
330110024006,210576.6,224966.5,252000,100000,212030,209900,268300,157800
330110107001,627360.7,680900,1225000,100000,190590,187550,289700,123000
330130031003,177320,165750,480000,38300,201590,198350,274100,138600
330110104004,196863.3,197250,319900,84600,241250,229850,327000,165500
330110011002,177290,197500,253000,35000,214100,212400,265300,162200
330110101002,217180,234500,271000,100000,255150,256250,298900,223800
330170843004,155326.6,161500,322800,4500,229060,249450,299800,148200
330151062001,44650,38950,104000,6200,351964.6,377900,624846,178600
330110109002,192320,195950,255000,111000,243460,241300,290600,217100
330110013003,174529.9,190000,288733,80266,188270,177900,370900,126200
330130443002,152286.6,107750,500000,30000,271089,264400,350140,162650
330170844004,118930,108500,230000,10000,140680,125500,213500,82700
330110006002,589350,262250,2500000,50000,202350,180150,314000,143600
330170813002,211043.3,216466.5,251000,139500,228210,219200,273400,210300
330110026004,181890,180000,275000,94000,205320,199900,227800,177900
330130031002,141620,150000,200000,55000,186540,182850,227800,165300
330150697002,225506.6,203000,475000,6666,535790,449700,915700,365500
330151002001,205410,245000,333600,66500,320840,313550,383100,262500
330130030061,904070,167500,6045000,51000,329210,303250,453200,250900
330170815002,194090,194450,275000,86000,223580,214250,290600,198500
330110109001,159230,165000,249900,90000,223240,227250,260100,156500
330110017002,159673.3,165500,245000,31800,175240,174900,208000,157100
330110101005,204610,213750,277700,100000,276060,267350,362600,242500
330110003001,188190,197450,450000,34000,221180,228900,277400,135400
330110142021,137870,136450,265000,38000,248240,241700,292600,218400
330112004001,842250,675000,1986000,106000,172960,166100,226300,129600
330150600001,317373.3,239200,804000,16500,317940,296950,415800,258900
330151072004,265910,276200,390200,130000,345430,322750,440100,288200
330199756003,128566,116500,220000,62860,141460.7,118830,264807,86810
330199755002,151896.6,139450,367533,13000,155528.6,170837,299510,23014
330150034003,146610,149950,195000,95800,204660,203250,218000,188200
330110016005,195140,188200,300000,100000,179100,172500,241200,155600
330150037032,398163.3,345800,1441400,45000,352500,395200,450200,172100
330099617004,469650,230000,2800000,5000,259450,241300,372600,199100
330170830022,304513.3,43766.5,1900000,14800,252900,286800,323200,129400
330170850004,206733.3,207500,392900,35000,237480,240650,280200,199100
330199758005,218050,179750,600000,26000,190474,180700,264900,143000
330059713004,215050,253750,330000,72000,242330,236900,338800,162800
330130323001,236890,199750,650000,114000,305050,294650,462300,187000
330110024003,189970,198500,245500,119000,184660,182000,212600,166600
330079503002,89410,62500,295000,15000,136134.2,141750,234147,70900
330039553003,178393.3,177500,319000,24000,174460,181100,263800,91100
330151062004,215630,192900,482500,72000,302180,215700,975800,143700
330150520002,238300,260600,440000,40000,362227,364620,469630,262300
330170841003,58403.3,53216.5,145000,23500,153240,150750,237200,93600
330110113004,200280,190000,295000,100500,271900,269700,302000,249500
330170870001,173750,183450,275000,15000,209160,204550,261400,173200
330110022003,162530,154950,276400,86000,191140,181150,248700,166100
330110131001,230863.3,186000,375000,124100,312910,315000,355500,265700
330110110003,246173.3,237500,418000,99900,280380,262100,372200,218700
330170830025,180250,202000,255000,42500,173470,162250,236200,141900
330110027012,263540,267900,525000,130000,327920,343900,427600,209200
330110007001,222813.3,231500,295000,129900,233370,237750,251500,198100
330110029014,754193.3,572500,2150000,105000,1304524.6,828250,3718346,661000
