GEOID,area_total,area_protected
120090665003,615599.524876684,615599.524876684
120570061036,404346.84964734316,404346.84964734316
120860045003,630518.6248961389,630518.6248961389
121270804003,818966.4707803875,818966.4707803875
120090661011,4020761.701507807,4020761.701507807
120810015021,3549077.069164619,3549077.069164619
121010314061,791694.0146413743,791694.0146413743
120860019032,167130.52067935467,167130.52067935467
120090623023,481751.3419580683,481751.3419580683
120910221001,1295415.4959828742,1295415.4959828742
120860076052,976740.955490619,976740.955490619
120860060013,397644.977310881,397644.977310881
120990052042,507463.30229252577,507463.30229252577
120090693002,12771558.436257005,12771558.436257005
120210104162,11310312.5191226,11310312.5191226
121030264003,493717.5340985507,493717.5340985507
120860004051,391440.79652578384,391440.79652578384
120990011016,385310.7153418511,385310.7153418511
120570068013,350619.41689269245,350619.41689269245
120710014022,563092.8469494358,563092.8469494358
120779501002,1043268079.8278433,1043268079.8278433
120860106126,619096.0653105602,619096.0653105602
120950167161,6827443.848213866,6827443.848213866
120990061001,821587.5246015489,821587.5246015489
121113820021,729114.312547557,729114.312547557
120710018011,2330771.484108504,2330771.484108504
120310012003,688014.171933949,688014.171933949
120810020033,3682975.0029722042,3682975.0029722042
120860118001,820719.2594910264,820719.2594910264
120850009013,720075.3943854868,720075.3943854868
120860059044,351784.0385631919,351784.0385631919
120990014041,1797493.3147889972,1797493.3147889972
121113819003,1794271.3551295996,1794271.3551295996
120110510021,577949.3943277001,577949.3943277001
120990037001,440263.82486730814,440263.82486730814
120110601231,1203788.015429996,1203788.015429996
120110912022,689839.8700079322,689839.8700079322
120860004023,709720.2446227074,709720.2446227074
120860181003,231161.7329158485,231161.7329158485
120950160021,547722.8437872976,547722.8437872976
120111103311,1468421.024965763,1468421.024965763
121050121281,4919089.604435235,4919089.604435235
120830017001,1863547.6480583549,1863547.6480583549
120990077511,2898743.7676893845,2898743.7676893845
121050123032,4162051.951668009,4162051.951668009
120111004001,427340.1561141312,427340.1561141312
120990076163,262606.627376616,262606.627376616
120310102022,1357427.2618557252,1357427.2618557252
120559606011,3539540.517538011,3539540.517538011
120810001051,774524.870884167,774524.870884167
120710104101,1263774.8743808866,1263774.8743808866
120150302003,2300921.2284001596,2300921.2284001596
120860101981,806284.9210469723,806284.9210469723
120090601012,17807390.957307696,17807390.957307696
120710401221,1579112.8108906746,1579112.8108906746
121170215041,3528929.8769491613,3528929.8769491613
121170222064,1292795.3335677534,1292795.3335677534
121030247031,880725.5465657816,880725.5465657816
121010304092,353568.9384186268,353568.9384186268
120090699021,3167819.4920120984,3167819.4920120984
121090208023,1718069.9283337593,1718069.9283337593
121010310121,1400361.672762245,1400361.672762245
120010022082,5240787.671184838,5240787.671184838
120990059231,1465411.9706806242,1465411.9706806242
121030269131,562344.4349097572,562344.4349097572
120090621071,7364004.195677021,7364004.195677021
120860009012,484463.48869947623,484463.48869947623
120860121003,275763.7650204088,275763.7650204088
121270815001,1448877.7423994243,1448877.7423994243
120610507022,2684898.3986056447,2684898.3986056447
120910212004,1329538.8834286183,1329538.8834286183
120150201011,5176341.161875546,5176341.161875546
120110805002,518322.3051700294,518322.3051700294
121079509002,932839.204455482,932839.204455482
120710201023,2942879.297319267,2942879.297319267
120990077411,687189.9431633651,687189.9431633651
120190303031,384183.7178273201,384183.7178273201
120570031001,323956.3832320869,323956.3832320869
120210112042,332513.871067822,332513.871067822
120860082081,941526.995006714,941526.995006714
120330028042,1724338.5745140947,1724338.5745140947
120110916001,147870.99873539805,147870.99873539805
120559608003,1093922.5180513859,1093922.5180513859
120570133222,768693.735620474,768693.735620474
120710403042,3116702.156849306,3116702.156849306
120990082014,81690.58608078957,81690.58608078957
121030252053,703649.3863601685,703649.3863601685
120860007112,486249.5505191684,486249.5505191684
120860085014,1017348.6431500018,1017348.6431500018
120310115001,1816047.9197042882,1816047.9197042882
120610506041,4298379.235711396,4298379.235711396
120970427011,3470289.3310131133,3470289.3310131133
120510001005,1008538.9063553512,1008538.9063553512
120830007011,4089728.587878652,4089728.587878652
120010018111,298997.7439777851,298997.7439777851
120110920001,636472.8865800947,636472.8865800947
121199108002,2451608.94792729,2451608.94792729
120610507031,3963244.527735114,3963244.527735114
120990059342,963806.3751567602,963806.3751567602
120860097061,852102.3489279263,852102.3489279263
120950102005,334994.4326040447,334994.4326040447
120150202023,1127064.2252563909,1127064.2252563909
121030284021,465113.86958201975,465113.86958201975
120010010002,1677983.2666564658,1677983.2666564658
120860084093,1343343.7544843554,1343343.7544843554
120910233035,256796.3057409972,256796.3057409972
120860071042,273965.1801701486,273965.1801701486
120990077533,2651995.2503380626,2651995.2503380626
120190307031,2385889.09667179,2385889.09667179
120110312031,307494.5374299288,307494.5374299288
120310007003,1013759.9971449077,1013759.9971449077
120570114101,5027646.9193898365,5027646.9193898365
120990078381,461623.89527347684,461623.89527347684
120110311011,999499.5052856207,999499.5052856207
121010320133,3425791.711199388,3425791.711199388
120860084071,637200.7731955578,637200.7731955578
120110506022,289573.05940917134,289573.05940917134
121270826042,1241492.9130500257,1241492.9130500257
120050009003,1508195.405229494,1508195.405229494
120310129003,374116.0090601444,374116.0090601444
120730002001,796380.1331665739,796380.1331665739
120570018005,369813.8890180439,369813.8890180439
120570045003,347962.71365222335,347962.71365222335
121030225031,882081.1231377125,882081.1231377125
120860001134,103663.81189481914,103663.81189481914
120879724002,239338.8072865978,239338.8072865978
120950165081,7310411.82887736,7310411.82887736
120570102052,1041118.7992136031,1041118.7992136031
120010007003,5642836.024140239,5642836.024140239
120010015212,346692.27485893667,346692.27485893667
121030238002,650679.9479304701,650679.9479304701
121030272084,1547025.8154403567,1547025.8154403567
120939106012,6708440.305075288,6708440.305075288
120111101004,824707.3077612668,824707.3077612668
120570118041,1143879.361423552,1143879.361423552
120270103011,10019407.09319868,10019407.09319868
120990021001,1103482.0861896873,1103482.0861896873
120350602044,8205932.067072537,8205932.067072537
120860019043,336915.36457824707,336915.36457824707
120570116081,2850338.8027894497,2850338.8027894497
120860046051,91394.72033806145,91394.72033806145
120050027053,1547382.7857091725,1547382.7857091725
120090662001,2472213.586684197,2472213.586684197
120210004023,495141.81187430024,495141.81187430024
120570068023,346977.0787124634,346977.0787124634
120990047053,465511.1465086639,465511.1465086639
120570119025,227611.02622660995,227611.02622660995
120090651242,1294460.0410512686,1294460.0410512686
120860044052,101639.35824981332,101639.35824981332
120190314003,1399850.8479525447,1399850.8479525447
120990076041,931589.9259295631,931589.9259295631
121150017042,1911203.4124166667,1911203.4124166667
121030208002,482295.6715801209,482295.6715801209
121030237003,397313.7741139829,397313.7741139829
120570016001,342991.11478832364,342991.11478832364
120860018023,219550.0502678156,219550.0502678156
120860177001,246068.5406526029,246068.5406526029
121010310123,731341.7796805501,731341.7796805501
120010011003,1839109.004934907,1839109.004934907
120990078331,4134811.8982968926,4134811.8982968926
120860077043,126306.56523677707,126306.56523677707
120860030041,285088.2869044021,285088.2869044021
120310159253,472502.3546949774,472502.3546949774
120990040072,714294.0779936016,714294.0779936016
120570110122,1263886.7028198987,1263886.7028198987
120570101073,3162555.397182092,3162555.397182092
120860002091,729138.9381979704,729138.9381979704
121030272054,1028684.9022096395,1028684.9022096395
120860044061,70462.0717997998,70462.0717997998
120710004011,917986.3506643921,917986.3506643921
120860094002,1305775.2022576928,1305775.2022576928
120990060061,1211099.1554791331,1211099.1554791331
120810015011,6865830.758430243,6865830.758430243
120890501012,1968891.1697845785,1968891.1697845785
120210106061,630670.4189510047,630670.4189510047
120310026003,723112.2236448526,723112.2236448526
120810013003,3557731.5617768243,3557731.5617768243
120990026001,660977.7514356226,660977.7514356226
120990077621,2376617.042439699,2376617.042439699
120570124031,11680804.40006423,11680804.40006423
120110906025,792532.1271566451,792532.1271566451
120010005005,391579.16781926155,391579.16781926155
121050115013,1974667.2148281932,1974667.2148281932
120110604033,890945.2203356028,890945.2203356028
121113821121,8439890.510274455,8439890.510274455
120990064022,714342.1615937352,714342.1615937352
120830020011,1146884.5130282938,1146884.5130282938
120860010022,586845.6103665531,586845.6103665531
120110902002,2954544.4574923515,2954544.4574923515
120570029001,571459.9984113183,571459.9984113183
120950112004,568927.3812778592,568927.3812778592
121150011014,1458247.8474122286,1458247.8474122286
120950167141,3089077.5972750857,3089077.5972750857
120990002063,575743.0104550719,575743.0104550719
120110426002,272367.90948063135,272367.90948063135
120090647001,959651.8670520186,959651.8670520186
120610506012,1003574.084572196,1003574.084572196
120111001011,379662.23929418623,379662.23929418623
120110204151,572856.8024607152,572856.8024607152
120990070083,2070159.0050358772,2070159.0050358772
120860160002,780517.2924897671,780517.2924897671
121010317032,5646216.405384153,5646216.405384153
120710103051,2214374.9124536514,2214374.9124536514
120950147021,1953576.1103147268,1953576.1103147268
120830020022,1446552.4039742947,1446552.4039742947
120710104094,3028341.665804863,3028341.665804863
120950185001,1298611.2704676986,1298611.2704676986
121010320141,2491078.780121371,2491078.780121371
120110108002,1185693.3281993866,1185693.3281993866
120860075031,523220.09924641624,523220.09924641624
120710502062,799176.835488975,799176.835488975
120110703205,811815.7129332572,811815.7129332572
120210109033,2717948.093043804,2717948.093043804
120570014003,351993.29954209924,351993.29954209924
120860082063,1424230.8673766851,1424230.8673766851
120090645002,1208782.7095225751,1208782.7095225751
121030268183,438725.20484289527,438725.20484289527
120150203031,1527891.1025321484,1527891.1025321484
120110204051,463395.4522600174,463395.4522600174
120310143281,1349842.7263677418,1349842.7263677418
120950169071,1071875.941048354,1071875.941048354
120860076062,668618.9624291062,668618.9624291062
120860100064,741902.5711465478,741902.5711465478
120570063001,385074.0249519758,385074.0249519758
121030242004,502907.1011559069,502907.1011559069
120110308022,947426.9442886561,947426.9442886561
120710208005,755967.4596476555,755967.4596476555
120559603004,589783.9552589059,589783.9552589059
120010022021,33938165.03958355,33938165.03958355
120150104022,1104841.7215317972,1104841.7215317972
120090621033,3226737.915312253,3226737.915312253
120570121033,1346451.630883634,1346451.630883634
120860087013,350036.82386022806,350036.82386022806
121199109001,5270648.792850167,5270648.792850167
121030202081,522971.04567846656,522971.04567846656
120860072001,179453.24910986423,179453.24910986423
120860117003,341743.13295452297,341743.13295452297
120810006013,655943.1267810166,655943.1267810166
120990035094,421529.34911209345,421529.34911209345
120860001323,140450.53727947176,140450.53727947176
120010018112,658091.7337954864,658091.7337954864
121010316021,3114369.7853604257,3114369.7853604257
121319502003,803908.8100155294,803908.8100155294
120950148101,5386756.84139967,5386756.84139967
120860084073,1695532.822428578,1695532.822428578
120310104011,1827270.8937837034,1827270.8937837034
120990059302,717856.2312841415,717856.2312841415
120690313104,5980799.040274143,5980799.040274143
120570114082,902493.9521705545,902493.9521705545
120570024004,468913.862885654,468913.862885654
120990082033,767930.5420891941,767930.5420891941
121270822013,1954602.4515042156,1954602.4515042156
120730023043,2904365.177495866,2904365.177495866
120110702111,1131643.9022111297,1131643.9022111297
120810020071,90245130.06964207,90245130.06964207
121030201012,1160617.3128240705,1160617.3128240705
120730011011,580931.7227683146,580931.7227683146
120860131001,392396.82135476917,392396.82135476917
120310119021,3365288.164761156,3365288.164761156
120570071021,993526.3946247697,993526.3946247697
120860068023,1287881.1300203502,1287881.1300203502
120459603003,1149028.1401197324,1149028.1401197324
120610505041,2864280.411148846,2864280.411148846
120890502032,2348817.781107843,2348817.781107843
121270802011,1260641.8678142317,1260641.8678142317
120710401242,2153919.3587910533,2153919.3587910533
120310119015,9925195.68200688,9925195.68200688
120690304094,891106.5605766848,891106.5605766848
120860003062,194418.81423217058,194418.81423217058
120570006012,843835.304014191,843835.304014191
121170217042,1399584.2460691854,1399584.2460691854
120970423002,939713.6787515581,939713.6787515581
121339702002,264897505.57057023,264897505.57057023
120570114081,505080.7344356477,505080.7344356477
121050133001,1202166.409197338,1202166.409197338
120860082073,1121020.236112535,1121020.236112535
120990070062,1315241.993022263,1315241.993022263
120190303043,727174.9704683609,727174.9704683609
120860004093,426458.5893711448,426458.5893711448
120990078223,7067294.784948707,7067294.784948707
120570009013,311170.3640434444,311170.3640434444
120990040071,653628.8803334534,653628.8803334534
120570026001,2423691.119270861,2423691.119270861
120990078323,469918.5730417147,469918.5730417147
121050120032,2341447.6617570454,2341447.6617570454
120710206003,1682778.1003553441,1682778.1003553441
120570019001,980557.811160028,980557.811160028
120010002005,87106.82070876658,87106.82070876658
120710108023,1468271.2480622977,1468271.2480622977
120810009013,3682813.777146846,3682813.777146846
120950123073,598250.4093517661,598250.4093517661
120860100053,551072.2741496712,551072.2741496712
120111103132,286974.2855234444,286974.2855234444
121030263002,333565.16023364663,333565.16023364663
120530405011,4487986.837826937,4487986.837826937
120860006022,261491.4379375875,261491.4379375875
121030269084,686060.4982550442,686060.4982550442
121150017021,1555074.2464838028,1555074.2464838028
120090610022,487921.75455862284,487921.75455862284
120860082051,939654.8340007067,939654.8340007067
120090606001,746967.2938037515,746967.2938037515
120990044022,460258.47779463977,460258.47779463977
120090714002,458610.8277872205,458610.8277872205
121170216062,681641.2067676187,681641.2067676187
120860004123,335044.73295123875,335044.73295123875
120110913002,233787.01524615288,233787.01524615288
120690309121,1276099.6381342523,1276099.6381342523
120710019101,612141.0356705636,612141.0356705636
120570020001,458918.3035085257,458918.3035085257
121150020102,3302767.491822958,3302767.491822958
120310028022,569700.0095365644,569700.0095365644
120990059351,659616.1147549748,659616.1147549748
121010320011,5551961.084266782,5551961.084266782
120860039155,143347.26160359383,143347.26160359383
120090610021,692022.332288757,692022.332288757
121010310091,1044953.6484075487,1044953.6484075487
120810008051,6932463.291784763,6932463.291784763
121030244134,404649.42574574053,404649.42574574053
120710103063,2377169.3612327576,2377169.3612327576
120710201012,5472537.59998208,5472537.59998208
120350602121,2981208.0933612287,2981208.0933612287
121050107021,1609680.3159936816,1609680.3159936816
120570134142,1489705.3776700348,1489705.3776700348
120860084057,886301.0463270582,886301.0463270582
121170218061,490509.7583017349,490509.7583017349
121030273211,2476788.8345472813,2476788.8345472813
120950117011,1139042.078261599,1139042.078261599
120110805001,620359.0271856189,620359.0271856189
120950176002,1228429.1046406329,1228429.1046406329
120830019002,600903.3823348209,600903.3823348209
120090652013,1801968.9195238403,1801968.9195238403
120860039151,399465.7590115375,399465.7590115375
120730020051,416900.09586117044,416900.09586117044
120730021041,1101255.35088861,1101255.35088861
120210104181,7870574.700707316,7870574.700707316
121150016021,952321.5843099356,952321.5843099356
120111103091,260208.2639927566,260208.2639927566
121170220052,1604000.9687439948,1604000.9687439948
120570133142,1308100.2406318784,1308100.2406318784
120710403121,2445146.736621991,2445146.736621991
121030223011,669076.0968309939,669076.0968309939
120310150013,879061.7255423218,879061.7255423218
120570060004,962643.2156255096,962643.2156255096
120210101062,711836.9027722478,711836.9027722478
120990028004,234793.01406490803,234793.01406490803
120110431002,1284372.5105849653,1284372.5105849653
120860201003,459358.23457586765,459358.23457586765
121150006011,1936090.5958934426,1936090.5958934426
120610503023,1822433.2442117333,1822433.2442117333
120310119022,1933406.217169106,1933406.217169106
120010004001,1969311.3788579106,1969311.3788579106
121010314051,1016907.4632341862,1016907.4632341862
120860111011,537414.823882997,537414.823882997
121030283002,429664.3937481344,429664.3937481344
120990052021,483019.6853029728,483019.6853029728
120111007003,391658.56259405613,391658.56259405613
120860010042,628383.2875548229,628383.2875548229
120860083053,868155.6501660347,868155.6501660347
120860044042,83286.08814398944,83286.08814398944
120110503103,538335.264492631,538335.264492631
120570060001,456800.6426780112,456800.6426780112
120610503021,2174424.6604090333,2174424.6604090333
120860093121,560318.1829975843,560318.1829975843
120990077311,3285126.2831662893,3285126.2831662893
120990058172,1183231.7260403074,1183231.7260403074
120860087022,586430.4262758493,586430.4262758493
120310127022,875558.1874768138,875558.1874768138
121030260011,1227955.68484506,1227955.68484506
121030254162,677260.8774233088,677260.8774233088
121030269042,734797.575315088,734797.575315088
120110203242,487512.9131425768,487512.9131425768
120860100051,748109.3694140613,748109.3694140613
120110902003,231200.84323275834,231200.84323275834
